organisation_number,company_name,Kommune,Fylke,n_employees
996917991,ICAPIRE AS,Moss,Viken,2
996918068,SOLBERG EL-SERVICE AS,Sogndal,Vestland,2
996918912,VESTRE AKER ELEKTRO AS,Oslo,Oslo,5
996918920,WOOLLAND AS,Oslo,Oslo,22
996919005,SUBWING AS,Kristiansand,Agder,1
996919145,BEST SHOT PRODUCTIONS AS,Oslo,Oslo,3
996919293,EFFEKTIV SERVISE AS,Molde,Møre og Romsdal,1
996919307,SMAG & BEHAG AS AVD GRIMSTAD,Grimstad,Agder,24
996919390,TENKON AS,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,4
996919463,EMINENT PEOPLE AS,Bergen,Vestland,5
996919684,LAFAYETTE DESIGN AS,Sarpsborg,Viken,2
996920224,CAN TRAFIKKSKOLE AS,Askøy,Vestland,1
996920240,SEIMUSIC AS,Oslo,Oslo,2
996920690,ØLAKADEMIET AS,Oslo,Oslo,5
996922251,BANK BROKERS SS NO AS,Oslo,Oslo,10
996922308,NHG RESPONS AS,Bærum,Viken,2
996922391,GEIR HENANGER AS,Stavanger,Rogaland,1
996923665,ALSAKER,Bergen,Vestland,2
996924076,HALLERDALEN SKOGSDRIFT AS,Gjøvik,Innlandet,2
996924440,PLANETEN PLUTO LEKELAND AS,Kristiansand,Agder,16
996924459,PIOTR SZULC AS,Kristiansand,Agder,1
996924556,BODIL - FRISØRSALONG AS,Nesodden,Viken,1
996928845,DØR & VINDU MOSS AS,Moss,Viken,2
996929655,TORDENSKIOLD PUB,Larvik,Vestfold og Telemark,3
996929914,SENTIR-IT AS,Oslo,Oslo,1
996929930,PEPPES PIZZA LEKNES,Vestvågøy,Nordland,5
996930165,SNEKKER NACHTIGALL AS,Aukra,Møre og Romsdal,1
996931188,APOTEK 1 MOA SYD,Ålesund,Møre og Romsdal,3
996933423,HOME & COTTAGE AS AVD SARPSBORG,Sarpsborg,Viken,9
996934969,KLUB OG BALSELSKAPET HARMONIEN,Tønsberg,Vestfold og Telemark,3
996936775,LY FORSIKRING ASA AVD MOELV,Ringsaker,Innlandet,1
996937550,OASEN JESSHEIM AS,Ullensaker,Viken,7
996938212,BRYNE BIL AS,Time,Rogaland,1
996939499,GALOST DAVITIAN,Bergen,Vestland,5
996939642,LAYCE AS,Gol,Viken,1
996940489,DENTINA TANNHELSESENTER AS,Kristiansund,Møre og Romsdal,4
996943984,FINNMASKIN AS,Lier,Viken,1
996944972,PROPLAN REGNSKAP AS AVD STAVANGER,Stavanger,Rogaland,2
996945316,SUNSHINE CLEANING AS,Kristiansund,Møre og Romsdal,2
996946207,ISS FACILITY SERVICES AS AVD DNB STAVANGER,Stavanger,Rogaland,1
996946444,OPAL AS,Time,Rogaland,1
996948404,FYSIOTERAPI BRUMUNDDAL AS,Ringsaker,Innlandet,2
996948897,APEX RENHOLD AS,Ålesund,Møre og Romsdal,3
996948935,VAAGE DRIFT AS,Oslo,Oslo,1
996949257,STEINOVNSBAKERIET MYKLEVOLD AS AVD BAKERI,Narvik,Nordland,1
996949842,A LOVE STORY AS,Asker,Viken,1
996951812,ELKJØP PHONEHOUSE VÅGEN,Sandnes,Rogaland,3
996952215,FEEL INTERNATIONAL AS,Oslo,Oslo,1
996952738,COMPASS GROUP FS NORWAY AS AVD 919099,Oslo,Oslo,1
996952827,DUGURD DEG 16,Oslo,Oslo,10
996953165,MCDONALD'S FLÅ,Flå,Viken,27
996953203,IRIS CATERING OG SELSKAPSLOKALER DA,Drammen,Viken,1
996953661,RINGVOLL VVS AS,Indre Østfold,Viken,1
996954986,SNAP DRIVE HVAM,Lillestrøm,Viken,1
996955524,JOLANTA FRISØR AS AVD STAVANGER,Stavanger,Rogaland,2
996955729,SATS ÅSSIDEN,Drammen,Viken,12
996955842,DESIGN ELEMENTS AS,Oslo,Oslo,1
996956202,ESPERVIK DESIGN AS,Trondheim,Trøndelag - Trööndelage,1
996957497,TBL MEDICAL AS,Bergen,Vestland,5
996958744,EUROSKO FRØYA,Frøya,Trøndelag - Trööndelage,2
996959775,SUNNY FRISØR AS,Stavanger,Rogaland,1
996961974,BOONDOCKS HIDEOUT,Tønsberg,Vestfold og Telemark,8
996962024,IPEOPLE AS,Stavanger,Rogaland,2
996962067,KIROPRAKTOR TROND SKAR AS,Hamar,Innlandet,2
996962938,ARRA AS,Fredrikstad,Viken,3
996964418,KNATTERUDFJELLET TRELAST AS AVD MOSS,Moss,Viken,4
996964795,MOBILE KJELLER AS,Lillestrøm,Viken,13
996965856,NO. 19,Oslo,Oslo,6
996967875,NORSKE BUNADER OSLO AS AVD MOSS,Moss,Viken,2
996968782,KHALIL KHODA KARAMIAN,Ås,Viken,1
996970272,EK-BYGG KASPARS ELKSNITIS,Leirfjord,Nordland,1
996970434,BEST SERVICE AS,Ålesund,Møre og Romsdal,2
996970485,STIFTELSEN FARGESPILL,Bergen,Vestland,1
996970493,TRONDHEIM BOATMAN AS,Trondheim,Trøndelag - Trööndelage,2
996971538,BIK BOK CITY NORD AVD J15,Bodø,Nordland,6
996971546,VOLT CITY SYD AVD 291,Trondheim,Trøndelag - Trööndelage,5
996971562,BIK BOK EGERSUND AVD J17,Eigersund,Rogaland,3
996971597,BIK BOK BORG AVD J16,Sarpsborg,Viken,5
996972585,SMART LIVING AS,Moss,Viken,2
996973980,ISKY AS AVD OSLO,Oslo,Oslo,2
996974081,AUTO FORNEBU AS,Bærum,Viken,8
996974707,KAFÈ STORSENTER AS,Sortland - Suortá,Nordland,2
996974707,KAFÈ STORSENTER AS,Sortland,Nordland,2
996975959,BRANDGATE AS,Oslo,Oslo,1
996977994,LISLEBY PIZZA AS,Fredrikstad,Viken,1
996979482,KREMMERHUSET TING & SÅNT AS AVD 274 CITY NORD,Bodø,Nordland,4
996980545,VINCE AS,Oslo,Oslo,11
996984494,SYNNFJELLPORTEN AS,Nordre Land,Innlandet,5
996984540,DVERGSDAL CONSULTING AS,Oslo,Oslo,1
996984672,CONVERT GROUP AS,Oslo,Oslo,7
996984877,GAUTESTAD EIENDOM AS,Evje og Hornnes,Agder,1
996987922,DONEK INVEST AS,Oslo,Oslo,1
996988864,INFLOWCONTROL AS,Porsgrunn,Vestfold og Telemark,7
996989410,MOURAT ALIEV,Elverum,Innlandet,1
996989437,NAILS & BEAUTY SKEDSMO PETTERSEN,Lillestrøm,Viken,1
996989909,TOTAL KONTROLL AS,Bergen,Vestland,27
996990389,STRANDGATEN 76 AS,Eigersund,Rogaland,7
996990745,SANDEFJORD HÅNDBALL,Sandefjord,Vestfold og Telemark,20
996990788,XELLENT FRISØR LINN VICTORIA BØRSETH,Karmøy,Rogaland,3
996990966,KPTECH AS,Bærum,Viken,1
996993051,KIRKENES SERVICE AS,Sør-Varanger,Troms og Finnmark - Romsa ja Finnmárku,3
996995674,KSV SNEKKERSERVICE AS,Fredrikstad,Viken,4
996997030,BYGGMANN FØRDE,Sunnfjord,Vestland,1
996998223,MR MOBILE NORGE AS,Oslo,Oslo,21
997000587,SELJORD HESTESENTER AS,Seljord,Vestfold og Telemark,1
997000609,DRØMMEKJØKKENET PROSJEKT,Oslo,Oslo,6
997001311,CALEO HUDPLEIE AS,Årdal,Vestland,1
997002784,RIIS MONTASJE AS AVD NESODDEN,Nesodden,Viken,1
997002849,RIIS MONTASJE AS AVD KOLBOTN,Nordre Follo,Viken,1
997004205,STORMBERG AS AVD LEVANGER,Levanger,Trøndelag - Trööndelage,5
997004868,STALL ØYSAND AS,Melhus,Trøndelag - Trööndelage,1
997004965,MIDNOR SAFETY AS,Nærøysund,Trøndelag - Trööndelage,2
997005058,REMA 1000 TORGGATA,Oslo,Oslo,17
997005120,ARKWRIGHT CONSULTING AS,Oslo,Oslo,20
997005260,ADAPTOR HJELPEMIDLER AS,Oslo,Oslo,4
997005597,J.I.S CONSULTING AS,Ullensaker,Viken,2
997005600,ROMERIKE KRANBILSERVICE AS,Oslo,Oslo,4
997006666,DHIDO TAXI YOUSOF DHIDO YEY,Bergen,Vestland,1
997007352,BULKFIX NO,Drammen,Viken,3
997008839,K ENG & CO AS LAMPEHUSET CITY NORD BODØ,Bodø,Nordland,2
997008863,HINNA HÅNDBALL,Stavanger,Rogaland,15
997008987,FIIN FRISØRER AS,Trondheim,Trøndelag - Trööndelage,4
997009819,RØRLEGGERMESTERN AS,Midt-Telemark,Vestfold og Telemark,2
997010000,BRN BEST RETAIL NORGE AS AVD BEST KIDS JEKTA,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,2
997010825,NEW SHOP AS,Ås,Viken,4
997010876,SIEKACZ VAKTMESTER SERVICE AS,Larvik,Vestfold og Telemark,5
997010973,BRILLEKIOSKEN KONGSBERG AS,Kongsberg,Viken,1
997011015,PLEI MEG SOLA KLINIKK AS,Sola,Rogaland,1
997011104,HALTENBANKEN BERGEN AS,Bergen,Vestland,4
997012151,VARME- OG KJØLESYSTEMER AS,Sandefjord,Vestfold og Telemark,1
997017137,ESPEN NILSEN TRANSPORT,Tinn,Vestfold og Telemark,3
997017714,SATS TUNEJORDET,Sarpsborg,Viken,41
997017900,GREFSEN TANNLEGEVAKT,Oslo,Oslo,4
997017919,D.N MALERSERVICE AS,Karmøy,Rogaland,3
997017978,JOHNSEN & JOHNSEN PRODUKSJONER SA,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,1
997018494,LINDAS VELVÆRE SALONG AS AVD ÅLESUND,Ålesund,Møre og Romsdal,3
997018613,BILGLASSPARKEN AS,Oslo,Oslo,4
997018664,ANNES AS,Ålesund,Møre og Romsdal,2
997018842,LIFE KAMILLE CITY SYD,Trondheim,Trøndelag - Trööndelage,1
997021487,SAFE MSC AS,Kristiansand,Agder,1
997021738,BLANKENBORG ENTREPRENØR AS,Lillestrøm,Viken,1
997022246,PUR GRØNN FRISØR AS AVD HAUGESUND,Haugesund,Rogaland,5
997023153,OPTIMAL HVERDAGSHJELP AS,Elverum,Innlandet,6
997028457,BYSTED BYGG OÜ,Nesbyen,Viken,3
997032020,STATHELLE FOTO AS,Bamble,Vestfold og Telemark,2
997032179,UPPERCASE AS,Oslo,Oslo,10
997032187,ADVOKATHUSET KRISTIANSUND AS,Kristiansund,Møre og Romsdal,1
997032543,KALSA GÅRDSBAKERI AS,Røros,Trøndelag - Trööndelage,1
997032624,ØSTLANDET BYGG AS,Oslo,Oslo,12
997036433,CGI NORGE AS AVD ÅRELSUND,Ålesund,Møre og Romsdal,1
997036824,OFFSHORE SYSTEMS AS,Stavanger,Rogaland,2
997037014,KROPPIBALANSE AS,Bærum,Viken,2
997039122,TOOLSINVENT AS,Kristiansand,Agder,2
997039459,OK MASKIN SØR AS AVD MARNARDAL,Lindesnes,Agder,2
997039580,LINDAS VELVÆRE SALONG AS AVD LANGEVÅG,Sula,Møre og Romsdal,2
997040112,ALBANSK TROSSAMFUNN OG KULTURSENTER,Oslo,Oslo,2
997040880,TKL RENHOLD TORGEIR LARSEN,Larvik,Vestfold og Telemark,2
997041216,SIAM CAFE AS,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,2
997041798,MORSTAD BIL AS,Gran,Innlandet,2
997042182,SCANDIC BAKKLANDET,Trondheim,Trøndelag - Trööndelage,36
997042255,SCANDIC ROCK CITY,Namsos,Trøndelag - Trööndelage,22
997042905,MANNGARD VAKT & SIKKERHET AS,Trysil,Innlandet,13
997042964,AUNE MASKIN AS,Midtre Gauldal,Trøndelag - Trööndelage,2
997044096,MY NICE PROVENCE ÅSE E SILSETH,Bergen,Vestland,4
997044258,OLIVINO AS,Larvik,Vestfold og Telemark,2
997044525,ASPECT FILM AS,Oslo,Oslo,3
997044835,HUGAAS ENTREPRENØR AS,Midtre Gauldal,Trøndelag - Trööndelage,40
997046005,NAILA DIN,Drammen,Viken,1
997046722,BAKER BRUN AS AVD TELEGRAFEN,Bergen,Vestland,6
997048229,EUREST AS AVD 5355 SCHLUMBERGER KOKSTADVEGEN,Bergen,Vestland,1
997048296,UNDERVANNSENTREPRENØREN AS,Porsgrunn,Vestfold og Telemark,1
997048741,SKJELBREID POIRÈE AS,Bjørnafjorden,Vestland,2
997049411,JØRN MADSEN AS,Oslo,Oslo,1
997050150,GEONORD AS,Alta,Troms og Finnmark - Romsa ja Finnmárku,3
997051629,FIRMATUR.NO AS,Lier,Viken,7
997052684,OLDEMORS KARJOL AS,Jevnaker,Viken,7
997052919,NORSK FAGUTDANNING AS AVD TROMSØ,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,3
997053540,AKTIV INNHERRED AS,Levanger,Trøndelag - Trööndelage,2
997053885,BRIS RENHOLD AS,Bergen,Vestland,3
997054083,TANNPLEIER TRUDE BREKKEN CORNELIUSSEN AS,Trondheim,Trøndelag - Trööndelage,1
997054199,HAUGESUND IDRETTSLAG FRIIDRETT,Haugesund,Rogaland,2
997054431,SKI BOLIGVENTILASJON AS,Indre Østfold,Viken,2
997054466,KLINIKK STIKK,Arendal,Agder,1
997054598,LKH GRAFISK SERVICE AS,Bergen,Vestland,1
997055101,AGDER DYREKLINIKK AS,Arendal,Agder,1
997056051,SCANDRAFT AS,Moss,Viken,1
997056299,GENELY AS,Vegårshei,Agder,2
997057201,TRENINGSVITENSKAP AS,Ringsaker,Innlandet,1
997058682,FINANCE PEOPLE AS,Oslo,Oslo,2
997060636,GIPSY AS,Trondheim,Trøndelag - Trööndelage,9
997062361,FARSUND OFFSHORE AS,Farsund,Agder,3
997062590,MØRETRAPP AS,Sykkylven,Møre og Romsdal,1
997064402,BEVERAGE MAN AS,Asker,Viken,8
997064623,SNEKKERN.COM AS,Oslo,Oslo,1
997064674,PRETTYGOOD AS,Oslo,Oslo,3
997065980,EUREST AS AVD 3427 NOKAS OSLO KANTINE,Oslo,Oslo,1
997067460,MESTER GRØNN AS AVD 96 XHIBITION,Bergen,Vestland,7
997067517,TAXIBUSS BERGEN FREDRIK W. HAMBORG,Bergen,Vestland,2
997067541,MESTER GRØNN AS AVD 95 LIGOSENTERET,Drammen,Viken,2
997067835,DRIV TRENING AS,Oslo,Oslo,1
997070917,LIFE TVEITA SENTER,Oslo,Oslo,3
997071840,TELEMARKHYTTER AS,Oslo,Oslo,3
997073622,LI'S FAMILIE AS,Bergen,Vestland,4
997073835,PROFIT MANAGEMENT AS,Lørenskog,Viken,1
997074785,BREAKFAST AS,Tønsberg,Vestfold og Telemark,11
997075757,ULLEVÅL RØRSERVICE AS,Oslo,Oslo,7
997076079,KK MANAGEMENT AS,Tønsberg,Vestfold og Telemark,1
997078128,HEMSEDAL ELEKTRO AS,Hemsedal,Viken,2
997079477,TANNLEGE ZEYAD AS,Porsgrunn,Vestfold og Telemark,2
997079515,BESTVALUE AS,Sandefjord,Vestfold og Telemark,3
997079949,NO5 LISI AS,Flekkefjord,Agder,3
997080025,IKONIC APPAREL AS,Oslo,Oslo,2
997080254,DRAGON HOUSE HINNA AS,Stavanger,Rogaland,3
997080335,KREMMERHUSET TING & SÅNT AS AVD 275 LAGUNEN,Bergen,Vestland,6
997081153,NAPRAPAT 1 KATRINE GABRIELSEN OLSEN AS,Stavanger,Rogaland,1
997084489,CODESIGN AS,Sarpsborg,Viken,1
997084616,KARMA MARIT MELØY AS,Larvik,Vestfold og Telemark,4
997085116,FILM IN NORWAY AS,Verdal,Trøndelag - Trööndelage,2
997085426,SNÅSAVANN AS,Snåase - Snåsa,Trøndelag - Trööndelage,8
997085515,ROGALAND KAFFEHUS AS,Stavanger,Rogaland,7
997086309,KC FOLLO AS,Nordre Follo,Viken,1
997086554,SATS ULLEVÅL STADION,Oslo,Oslo,48
997086864,HOLMEN BILSERVICE AS,Narvik,Nordland,3
997087232,WAQAR RAZA TAXIDRIFT,Oslo,Oslo,3
997088034,SARWAR RAHEEL,Oslo,Oslo,1
997089529,DUO FRISØRER AS,Kristiansand,Agder,3
997089766,SLEEN MASKIN AS,Voss,Vestland,1
997090721,LUGGEN BARDU AS,Bardu,Troms og Finnmark - Romsa ja Finnmárku,1
997093208,TECHTERM AS,Nordkapp,Troms og Finnmark - Romsa ja Finnmárku,4
997093348,JORDBÆRPIKENE GULSKOGEN AS,Drammen,Viken,15
997093828,KJELLEREN FRISØR HILDEGUNN EIKELAND VATNE,Lund,Rogaland,1
997094220,HARTMAN NORDIC AS,Kristiansand,Agder,2
997094522,CESAR BAR OG CAFE AS,Oslo,Oslo,10
997094875,CW LUNDBERG NORGE AS,Lillestrøm,Viken,2
997095863,WARTSILA NORWAY AS AVD TRONDHEIM,Trondheim,Trøndelag - Trööndelage,1
997097106,SPILLERIET DRIFT AS,Færder,Vestfold og Telemark,1
997099885,SPORTSKLUBBEN FALK,Horten,Vestfold og Telemark,17
997100883,TREATS AS,Oslo,Oslo,4
997100948,MAGOMED KHARONOVITSJ KHAZJMERZAJEV,Lillehammer,Innlandet,1
997101952,TANNLEGE KRISTINA HESKJE AS,Time,Rogaland,2
997105079,AF KJØLESERVICE AS,Nannestad,Viken,4
997105540,SEAONICS AS,Ålesund,Møre og Romsdal,41
997105559,SAGA LEGESENTER DA,Sarpsborg,Viken,2
997105907,IKHLAQ AHMED TAXIDRIFT,Nannestad,Viken,1
997105915,WAHWAH SKIN TRIM STUDIO AS AVD ÅSANE,Bergen,Vestland,5
997108795,SUB KRISTIANSAND AS,Kristiansand,Agder,1
997109279,EVRY NORGE AS AVD SARPSBORG KALNESVEIEN,Sarpsborg,Viken,1
997109368,EVRY NORGE AS AVD BRUMUNDDAL,Ringsaker,Innlandet,3
997109538,EVRY NORGE AS AVD MASKINVEIEN,Stavanger,Rogaland,6
997110978,EVRY NORGE AS AVD SLUPPENVEIEN,Trondheim,Trøndelag - Trööndelage,3
997111117,BIG BITE AVD 244 ROSEBY,Molde,Møre og Romsdal,4
997111176,NESAREN AS,Stavanger,Rogaland,1
997111362,MUCHI AS,Oslo,Oslo,3
997112539,SUSHI NAMNAM,Bergen,Vestland,2
997112822,TANNLEGE IRENE NYGÅRD AS,Vefsn,Nordland,2
997114302,IFS NORGE AS AVD STAVANGER,Stavanger,Rogaland,3
997115244,ANSIKTSMALER.NO,Sandnes,Rogaland,1
997116186,APOLLOKLINIKKEN AS,Drammen,Viken,2
997116631,INKO HOLDING GJØVIK AS,Gjøvik,Innlandet,1
997118464,BABYLON PIZZA VESTBY AS,Vestby,Viken,8
997118510,SCENEMANN AS,Steinkjer,Trøndelag - Trööndelage,3
997119428,NOR TEKSTIL AS AVD JOBBPARTNER ÅLESUND,Ålesund,Møre og Romsdal,4
997120515,MORRIS BOGSTADVEIEN 50 OSLO AVD 7142 BOGSTADVEIEN,Oslo,Oslo,6
997122690,PECODENT AS,Oslo,Oslo,2
997123778,KOUTURE AS,Oslo,Oslo,6
997124340,NIDAROS TOUR AS,Trondheim,Trøndelag - Trööndelage,9
997126750,LILA'S AS,Flekkefjord,Agder,2
997130030,STORMBERG AS AVD ALTA,Alta,Troms og Finnmark - Romsa ja Finnmárku,5
997130650,JR TRAFIKKSKOLE AS,Kristiansand,Agder,1
997132513,BOCK & PARTNERE EIENDOMSMEGLING AS,Hammerfest,Troms og Finnmark - Romsa ja Finnmárku,3
997132815,INFOCARE NORGE AS AVD SANDEFJORD,Sandefjord,Vestfold og Telemark,3
997133498,LANDSCAPE KAFE AS,Volda,Møre og Romsdal,2
997134613,GP HJELDE AS,Verdal,Trøndelag - Trööndelage,3
997134850,KRYSTALLKLART BUDSKAP AS,Asker,Viken,1
997135164,RØRLEGGER TEKNIKK AS,Oslo,Oslo,6
997135741,SPITZBERGEN ADVENTURES AS,Svalbard, ,2
997136365,LYDERSENKURS AS,Alta,Troms og Finnmark - Romsa ja Finnmárku,1
997137515,FERSKE SMAKAR AS,Sunnfjord,Vestland,3
997137930,ASLAM ARSLAN,Oslo,Oslo,1
997138627,AYMAN HASAB,Oslo,Oslo,2
997138651,REINHEKLA AS,Orkland,Trøndelag - Trööndelage,1
997138953,BRØDRENE FEVANGS BARBERSTUE AS,Stavanger,Rogaland,4
997139526,SUNDSHAMMARN AS,Bø,Nordland,7
997139550,ISABELLA V/MELIKE ATES,Oslo,Oslo,2
997140028,ROYAL SUSHI MINH VAN TRAN,Oslo,Oslo,1
997140354,NOREHEIM AS,Krødsherad,Viken,4
997141555,TRANSYLVANIA TOLKETJENESTER AS,Trondheim,Trøndelag - Trööndelage,1
997141881,ZAVANNA SUNNDALSØRA AVD 574,Sunndal,Møre og Romsdal,4
997141938,ZAVANNA KRISTIANSUND AVD 573,Kristiansund,Møre og Romsdal,3
997141954,ZAVANNA KLØVERHUSET AVD 572,Bergen,Vestland,5
997142667,MIDT-NORSK SKOGRYDDING AS,Selbu,Trøndelag - Trööndelage,1
997142829,"MATHÅNDVERKER,N AS",Orkland,Trøndelag - Trööndelage,2
997142896,TORGET FRISØR AS,Austevoll,Vestland,2
997143108,MINOKO DESIGN AS,Levanger,Trøndelag - Trööndelage,7
997143302,KR INTERIØR AS,Kristiansund,Møre og Romsdal,5
997143523,MESFIN HAILEMARIAM BIRU,Stavanger,Rogaland,2
997144090,OLE TOM EGER FJELLSPRENGING AS,Tønsberg,Vestfold og Telemark,1
997148908,TOM JØRGENSEN DESIGN AS,Øygarden,Vestland,1
997150139,STILLE STYRKE AS,Fredrikstad,Viken,1
997150546,TRIM GRENLAND AS,Skien,Vestfold og Telemark,7
997150759,SUNDE ENTREPRENØR AS,Fjord,Møre og Romsdal,1
997151259,TAPAZ AS,Vestby,Viken,11
997152034,HOMANSBYEN TANNLEGESENTER,Oslo,Oslo,2
997157796,FOTOGRAF GINA ENGLUND AS,Nordre Follo,Viken,1
997158342,MARKEDSGATA HJEM OG FRITID AS,Hadsel,Nordland,1
997158490,RAGN SELLS AS AV BORGESKOGEN,Sandefjord,Vestfold og Telemark,6
997159195,STAS RYFYLKE AS,Suldal,Rogaland,1
997159357,CARHOUSE AS,Oslo,Oslo,2
997159705,BLOMSTERHJØRNET HORTEN AS,Horten,Vestfold og Telemark,2
997161572,GLØDEFISK AS,Time,Rogaland,4
997161696,SKOMSØY TRAFIKKSKOLE AS,Færder,Vestfold og Telemark,3
997162463,TROMSØ BED & BOOKS AS,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,3
997162560,SLÅTTEBAKKEN GÅRD,Senja,Troms og Finnmark - Romsa ja Finnmárku,5
997163001,INVENTAS AS AVD STAVANGER,Stavanger,Rogaland,1
997164237,OLIVENLUND INVEST AS,Frogn,Viken,1
997166329,BYGG OG MALERMESTEREN AS,Sør-Varanger,Troms og Finnmark - Romsa ja Finnmárku,9
997166388,FJORDKLIPP AS,Sogndal,Vestland,3
997167392,EIKESDAL ADMINISTRASJON AS,Haugesund,Rogaland,1
997168720,MESTERGRUPPEN BYGGEVARE AS AVD OSLO,Oslo,Oslo,10
997170245,HAVNA TANNHELSESENTER AS,Rana,Nordland,7
997171667,LONOY GEOCONSULTING AS,Bergen,Vestland,1
997172663,KONGSVINGER MUSIKKSENTER AS,Kongsvinger,Innlandet,1
997174127,SKARPNORD MASKIN AS,Sarpsborg,Viken,2
997175115,JORUNN JEGTVIK AKUPUNTØR,Sarpsborg,Viken,1
997176006,TE-WIIG AS,Sandnes,Rogaland,1
997176286,IT PARTNER MØRE AS AVD KRISTIANSUND,Kristiansund,Møre og Romsdal,1
997176316,IT PARTNER MØRE AS AVD SURNADAL,Surnadal,Møre og Romsdal,1
997176766,HEAD ENERGY CONSULTING AS AVD BERGEN,Bergen,Vestland,24
997177207,HAUGE TRAFIKK OG MASKIN AS,Karmøy,Rogaland,1
997178165,SYNLIG OPTIKK AS,Stjørdal,Trøndelag - Trööndelage,3
997178882,PETTERSVOLDS TAXI,Lunner,Viken,3
997178971,PLAN MEDIA AS,Oslo,Oslo,8
997179757,KORSVOLL MASKIN AS,Dovre,Innlandet,11
997179889,LEKSVIK INDUSTRIMEKANIKK AS,Indre Fosen,Trøndelag - Trööndelage,2
997181530,FREDRIK RINGE AS,Stavanger,Rogaland,1
997182502,STATYBA HÅNDTVERK AS,Oslo,Oslo,3
997182952,BYGGEFIRMA BJELLAND & LILLESKOG AS,Tysvær,Rogaland,5
997182960,SØMSENTERET AS,Gjøvik,Innlandet,7
997183428,NORTHERN PLAYGROUND AS,Hol,Viken,4
997183436,VESTTAKST AS,Bergen,Vestland,1
997183495,ABC TANNKLINIKKEN AS,Trondheim,Trøndelag - Trööndelage,2
997183517,CENTRUM CAFE,Gran,Innlandet,5
997183533,THANEM BRANNSIKRING AS,Lillehammer,Innlandet,1
997185285,ANATOMIX AS,Oslo,Oslo,1
997185552,FAHLSTRØM BAR & GRILL AS,Gjøvik,Innlandet,17
997186184,NORSK KYSTKULTURAKADEMI AS,Solund,Vestland,3
997186524,SANDNES OPTIKK AS,Sandnes,Rogaland,4
997186575,JOH LØVOLD AS,Bodø,Nordland,2
997186710,BOCATA IMPORT AS,Bærum,Viken,1
997187784,NIIT LIMITED,Oslo,Oslo,8
997188292,VINSTRA BIL-DEMONTERING EIENDOMSSELSKAP AS,Nord-Fron,Innlandet,1
997188616,ADVOKATFIRMAET LIABØ & ØISTENSEN AS,Bergen,Vestland,1
997189116,HELGEN MONTESSORISKOLE,Nome,Vestfold og Telemark,5
997189353,MJØSTANNLEGENE GJØVIK AS,Gjøvik,Innlandet,10
997189671,VIKA AUTO AS,Selbu,Trøndelag - Trööndelage,1
997190602,STATERA IDRETTSKLINIKK,Sandnes,Rogaland,1
997190866,TARNSTEIN AS,Oslo,Oslo,2
997192281,ETERNI NORGE AS AVD TRONDHEIM,Trondheim,Trøndelag - Trööndelage,12
997194322,ISS FACILITY SERVICES AS AVD 423031 KLP-ATEA,Trondheim,Trøndelag - Trööndelage,2
997194381,ISS FACILITY SERVICES AS AVD 421018 KRISTIANSAND TEKNOLOGIPARK BYGG A,Kristiansand,Agder,7
997194586,STORM FRISØRSALONG AS,Askvoll,Vestland,3
997195264,TARGET INTERVENTION AS,Gjesdal,Rogaland,8
997195825,CUBUS C4 KRISTIANSAND,Kristiansand,Agder,1
997195825,CUBUS C4 KRISTIANSAND AVD 863,Kristiansand,Agder,1
997195906,BIK BOK TVEITA AVD J19,Oslo,Oslo,4
997195981,CARLINGS CITY NORD AVD 55F,Bodø,Nordland,1
997196074,BIK BOK BRYN AVD J21,Oslo,Oslo,4
997196082,BIK BOK KREMMERTORGET AVD J18,Elverum,Innlandet,5
997196147,URBAN LILLEHAMMER AVD F95,Lillehammer,Innlandet,3
997196449,SQUEEZY AS,Eigersund,Rogaland,1
997197747,BITTE KAI RAND & CO NORGE AS,Oslo,Oslo,3
997197925,BYGGMESTER SERVICE AS,Sør-Aurdal,Innlandet,1
997197984,BAMA STORKJØKKEN AS AVD 390-397 STORKJØKKEN SK SENTRALT,Oslo,Oslo,50
997199960,NDS GROUP AS AVD BJERKA,Hemnes,Nordland,2
997200128,LEARN AS AVD OSLO,Oslo,Oslo,3
997200187,VIDI MOTE AS,Kristiansund,Møre og Romsdal,5
997200209,WÜRTH NORGE AS AVD 41 FØRDE,Sunnfjord,Vestland,2
997201124,WÜRTH NORGE AS AVD 39 STAVANGER,Stavanger,Rogaland,1
997201353,FIFFI KAFE AS,Kongsvinger,Innlandet,2
997201485,NORSK GJENVINNING RENOVASJON AS AVD SEM,Tønsberg,Vestfold og Telemark,1
997201574,T. HOLAGER AS,Tønsberg,Vestfold og Telemark,1
997201736,HEMER LÅS & DØRTELEFON AS,Oslo,Oslo,4
997202058,TIDE BUSS AS AVD MIDTNORGE,Trondheim,Trøndelag - Trööndelage,45
997202694,KID INTERIØR AS 106 AVD GRINI,Bærum,Viken,2
997204085,EFB HOLDING AS,Bærum,Viken,1
997205170,COOP INNLANDET SA AVD OBS OLRUD KAFE,Ringsaker,Innlandet,10
997205421,WHYDENTIFY AS,Oslo,Oslo,8
997205472,PUNSA OÜ,Sandnes,Rogaland,3
